0,6.11561537
0.011631633,10.40222318
0.023263265,17.7757927
0.034894898,27.13244654
0.046526531,37.36830729
0.058158163,47.37949754
0.069789796,56.06213989
0.081421429,62.47892677
0.093053061,66.71165414
0.104684694,69.22944103
0.116316327,70.50222984
0.127947959,70.99996299
0.139579592,71.19258288
0.151211224,71.50219687
0.162842857,71.93658026
0.17447449,72.29010778
0.186106122,72.38160559
0.197737755,72.31550799
0.209369388,72.37225994
0.22100102,72.78129262
0.232632653,73.06485865
0.244264286,72.2442994
0.255895918,69.32379057
0.267527551,63.18060552
0.279159184,53.28885072
0.290790816,41.59816172
0.302422449,30.09313347
0.314054082,20.11905792
0.325685714,12.48853366
0.337317347,7.32520957
0.34894898,4.102464075
0.360580612,2.259400225
0.372212245,1.379992576
0.383843878,1.235527126
0.39547551,1.609762496
0.407107143,2.286457305
0.418738776,3.049370173
0.430370408,3.683468062
0.442002041,4.068216003
0.453633673,4.243947119
0.465265306,4.266673236
0.476896939,4.192406181
0.488528571,4.077157778
0.500160204,3.976939852
0.511791837,3.947764231
0.523423469,4.045642739
0.535055102,4.326587202
0.546686735,4.846609445
0.558318367,5.661721294
0.56995,6.827934575
