t (ms), vlv (ml), plv (mmHg), part (mmHg)
1.459917536626020080e+02,6.414000000000000057e+01,6.908339655731404605e+01,5.564052162978636318e+01
1.490516711992280250e+02,6.367000000000000171e+01,6.939415879855630465e+01,5.578221655153134861e+01
1.521115887358540135e+02,6.320000000000000284e+01,6.963270480544974816e+01,5.593333567158955333e+01
1.551574699535046875e+02,6.271999999999999886e+01,6.987015656460513924e+01,5.608376158467501682e+01
1.582173874901307329e+02,6.224000000000000199e+01,7.010870257149859697e+01,5.623488070473322864e+01
1.612773050267567498e+02,6.175000000000000000e+01,7.034724857839202627e+01,5.638599982479143335e+01
1.643372225633827668e+02,6.125999999999999801e+01,7.053490843298332891e+01,5.654611455020928190e+01
1.673831037810334124e+02,6.075999999999999801e+01,7.062776564644228472e+01,5.672210174885861989e+01
1.704430213176594577e+02,6.027000000000000313e+01,7.072105077332732037e+01,5.689889994842339149e+01
1.735029388542854747e+02,5.978000000000000114e+01,7.081433590021235602e+01,5.707569814798816310e+01
1.765488200719361487e+02,5.928999999999999915e+01,7.090719311367131183e+01,5.725168534663750108e+01
1.796087376085621656e+02,5.881000000000000227e+01,7.100016238900919063e+01,5.742859902734094391e+01
1.826686551451882110e+02,5.834000000000000341e+01,7.103626319791538890e+01,5.762630486599661594e+01
1.857285726818141995e+02,5.788000000000000256e+01,7.107236400682158717e+01,5.782401070465228798e+01
1.887744538994648735e+02,5.742999999999999972e+01,7.110829921568692669e+01,5.802080963579118844e+01
1.918343714360909189e+02,5.700000000000000000e+01,7.114440002459312495e+01,5.821851547444686048e+01
1.948942889727169359e+02,5.657999999999999829e+01,7.118050083349932322e+01,5.841622131310253252e+01
1.979542065093429244e+02,5.617999999999999972e+01,7.123119024034357949e+01,5.862466300950478626e+01
2.010000877269935984e+02,5.578999999999999915e+01,7.128895189909448504e+01,5.883752418748050417e+01
2.040600052636196153e+02,5.539999999999999858e+01,7.134697974060459558e+01,5.905136629254366198e+01
2.071199228002456607e+02,5.502000000000000313e+01,7.140500758211472032e+01,5.926520839760681980e+01
2.101798403368716777e+02,5.464999999999999858e+01,7.146303542362483086e+01,5.947905050266997762e+01
2.132257215545222948e+02,5.427000000000000313e+01,7.152829266306110867e+01,5.969555455367155616e+01
2.162856390911483686e+02,5.389000000000000057e+01,7.160970477348446650e+01,5.992076147835702926e+01
2.193455566277743571e+02,5.350999999999999801e+01,7.169111688390782433e+01,6.014596840304249525e+01
2.223914378454250311e+02,5.310999999999999943e+01,7.177215554428336475e+01,6.037014226844041787e+01
2.254513553820511049e+02,5.271999999999999886e+01,7.185356765470672258e+01,6.059534919312589096e+01
2.285112729186770650e+02,5.232000000000000028e+01,7.193497976513008041e+01,6.082055611781135696e+01
2.315711904553031104e+02,5.192999999999999972e+01,7.200153578814254729e+01,6.105222685097471924e+01
2.346170716729537844e+02,5.153000000000000114e+01,7.206748995970212945e+01,6.128296390114643089e+01
2.376769892095798014e+02,5.113000000000000256e+01,7.213374806753617463e+01,6.151476425569682505e+01
2.407369067462058183e+02,5.074000000000000199e+01,7.220000617537020560e+01,6.174656461024721210e+01
2.437827879638564923e+02,5.035000000000000142e+01,7.226596034692978776e+01,6.197730166041893085e+01
2.468427055004824808e+02,4.996999999999999886e+01,7.230100660578240479e+01,6.221026002045192627e+01
2.499026230371085546e+02,4.960000000000000142e+01,7.231815512163986170e+01,6.244388241306200626e+01
2.529625405737345432e+02,4.922999999999999687e+01,7.233530363749730441e+01,6.267750480567208626e+01
2.560084217913852171e+02,4.886999999999999744e+01,7.235237349043798361e+01,6.291005553593075206e+01
2.590683393280112909e+02,4.850999999999999801e+01,7.236952200629542631e+01,6.314367792854083916e+01
2.621282568646372511e+02,4.815999999999999659e+01,7.237794670646295003e+01,6.337642919364587613e+01
2.651881744012632680e+02,4.782000000000000028e+01,7.236555869800359631e+01,6.360710217975195491e+01
2.682340556189139420e+02,4.747999999999999687e+01,7.235322751527112928e+01,6.383671703289424215e+01
2.712939731555399590e+02,4.715999999999999659e+01,7.234083950681178976e+01,6.406739001900032804e+01
2.743538906921659759e+02,4.684000000000000341e+01,7.232845149835243603e+01,6.429806300510639971e+01
2.773997719098167067e+02,4.653000000000000114e+01,7.231612031561996901e+01,6.452767785824869406e+01
2.804596894464426668e+02,4.624000000000000199e+01,7.232561868938569205e+01,6.475101167660599799e+01
2.835196069830687406e+02,4.595000000000000284e+01,7.233625513664981099e+01,6.497396386440284743e+01
2.865795245196947008e+02,4.567999999999999972e+01,7.234689158391392994e+01,6.519691605219969688e+01
2.896254057373453747e+02,4.540999999999999659e+01,7.235747924013554666e+01,6.541884552353876359e+01
2.926853232739714485e+02,4.515999999999999659e+01,7.236811568739965139e+01,6.564179771133561303e+01
2.957452408105974087e+02,4.490999999999999659e+01,7.241905163633290954e+01,6.585712501118079842e+01
2.988051583472234825e+02,4.467000000000000171e+01,7.249571252471039884e+01,6.606758501062026312e+01
3.018510395648741564e+02,4.442000000000000171e+01,7.257202175763661955e+01,6.627707959721826114e+01
3.049109571015001734e+02,4.417999999999999972e+01,7.264868264601409464e+01,6.648753959665771163e+01
3.079708746381261903e+02,4.393999999999999773e+01,7.272534353439158394e+01,6.669799959609717632e+01
3.110307921747522073e+02,4.368999999999999773e+01,7.279565128488819425e+01,6.690379540494775767e+01
3.140766733924028244e+02,4.343999999999999773e+01,7.284855342555064794e+01,6.709610554796894633e+01
3.171365909290288982e+02,4.318999999999999773e+01,7.290169935487973873e+01,6.728930191284737816e+01
3.201965084656548584e+02,4.292999999999999972e+01,7.295484528420884374e+01,6.748249827772581000e+01
3.232423896833055892e+02,4.267999999999999972e+01,7.300774742487128321e+01,6.767480842074699865e+01
3.263023072199316061e+02,4.242000000000000171e+01,7.306089335420038822e+01,6.786800478562543049e+01
3.293622247565576231e+02,4.217000000000000171e+01,7.292254391729568397e+01,6.804081019142574860e+01
3.324221422931836969e+02,4.192000000000000171e+01,7.276875474899918572e+01,6.821197153169499927e+01
3.354680235108343140e+02,4.167000000000000171e+01,7.261567103560314251e+01,6.838234772820155172e+01
3.385279410474603310e+02,4.142000000000000171e+01,7.246188186730665848e+01,6.855350906847078818e+01
3.415878585840863479e+02,4.117999999999999972e+01,7.230809269901017444e+01,6.872467040874003885e+01
3.446477761207123649e+02,4.093999999999999773e+01,7.192398888797946199e+01,6.888014490344626495e+01
3.476936573383630389e+02,4.071000000000000085e+01,7.137913807417275791e+01,6.902383764670877042e+01
3.507535748749890558e+02,4.047999999999999687e+01,7.083177642712271904e+01,6.916819256851167097e+01
3.538134924116151296e+02,4.025999999999999801e+01,7.028441478007265175e+01,6.931254749031455731e+01
3.568593736292658036e+02,4.003999999999999915e+01,6.973956396626596188e+01,6.945624023357707699e+01
3.599192911658917637e+02,3.982000000000000028e+01,6.904699945155823571e+01,6.959300369369211126e+01
3.629792087025177807e+02,3.961999999999999744e+01,6.789564405640435041e+01,6.970578075844304067e+01
3.660391262391437976e+02,3.942999999999999972e+01,6.674428866125046511e+01,6.981855782319397008e+01
3.690850074567944716e+02,3.924000000000000199e+01,6.559821471286332439e+01,6.993081756195979892e+01
3.721449249934204886e+02,3.907000000000000028e+01,6.444685931770943910e+01,7.004359462671071412e+01
3.752048425300465624e+02,3.889999999999999858e+01,6.329550392255553248e+01,7.015637169146164354e+01
3.782647600666725793e+02,3.875000000000000000e+01,6.151170276872632314e+01,7.023642694378257545e+01
3.813106412843232533e+02,3.860999999999999943e+01,5.966629482678042962e+01,7.031250417132233110e+01
3.843705588209492134e+02,3.847999999999999687e+01,5.781238270077029995e+01,7.038893198516412042e+01
3.874304763575752304e+02,3.835000000000000142e+01,5.595847057476014186e+01,7.046535979900590974e+01
3.904763575752259044e+02,3.824000000000000199e+01,5.411306263281424833e+01,7.054143702654566539e+01
3.935362751118519213e+02,3.814000000000000057e+01,5.207188707360680269e+01,7.059513536922467836e+01
3.965961926484779951e+02,3.803999999999999915e+01,4.988081861305023779e+01,7.063064016327248851e+01
3.996561101851039552e+02,3.795000000000000284e+01,4.768975015249375815e+01,7.066614495732031287e+01
4.027019914027546292e+02,3.786999999999999744e+01,4.550873246469208055e+01,7.070148688534038683e+01
4.057619089393807030e+02,3.778999999999999915e+01,4.331766400413552276e+01,7.073699167938821120e+01
4.088218264760067768e+02,3.771999999999999886e+01,4.113408456295346838e+01,7.076364195520595501e+01
4.118677076936574508e+02,3.764999999999999858e+01,3.898770397284199873e+01,7.075803128347997983e+01
4.149276252302832972e+02,3.760000000000000142e+01,3.683143222793751193e+01,7.075239475612393392e+01
4.179875427669093710e+02,3.754999999999999716e+01,3.467516048303286169e+01,7.074675822876788800e+01
4.210474603035354448e+02,3.750999999999999801e+01,3.251888873812821856e+01,7.074112170141184208e+01
4.240933415211861188e+02,3.747999999999999687e+01,3.037250814801674537e+01,7.073551102968586690e+01
4.271532590578121358e+02,3.746000000000000085e+01,2.846599160316339550e+01,7.069758219155434631e+01
4.302131765944380959e+02,3.745000000000000284e+01,2.659665092683707854e+01,7.065484666791806490e+01
4.332730941310641697e+02,3.745000000000000284e+01,2.472731025051069054e+01,7.061211114428178348e+01
4.363189753487148437e+02,3.746999999999999886e+01,2.286654453141518673e+01,7.056957165515760266e+01
4.393788928853408038e+02,3.750000000000000000e+01,2.099720385508886977e+01,7.052683613152132125e+01
4.424388104219668776e+02,3.754999999999999716e+01,1.936075845337565937e+01,7.046666741177985216e+01
4.454987279585928945e+02,3.759000000000000341e+01,1.793064590452610929e+01,7.039105380552064162e+01
4.485446091762435685e+02,3.764000000000000057e+01,1.650709350498320660e+01,7.031578705066628743e+01
4.516045267128696423e+02,3.768999999999999773e+01,1.507698095613363165e+01,7.024017344440709110e+01
4.546644442494956024e+02,3.774000000000000199e+01,1.364686840728410999e+01,7.016455983814788055e+01
4.577103254671462764e+02,3.777000000000000313e+01,1.230906963779007768e+01,7.008397854919810754e+01
4.607702430037723502e+02,3.778999999999999915e+01,1.134135972842479667e+01,6.997970779347532755e+01
4.638301605403983103e+02,3.779999999999999716e+01,1.037364981905955119e+01,6.987543703775254755e+01
4.668900780770242704e+02,3.778999999999999915e+01,9.405939909694307488e+00,6.977116628202976756e+01
4.699359592946750013e+02,3.777000000000000313e+01,8.442669036610515931e+00,6.966737383252589666e+01
4.729958768313010182e+02,3.774000000000000199e+01,7.474959127245252688e+00,6.956310307680313088e+01
4.760557943679270920e+02,3.768999999999999773e+01,6.814670623783392500e+00,6.943817750467501071e+01
4.791157119045529953e+02,3.763000000000000256e+01,6.210663845104962277e+00,6.930947051502016620e+01
4.821615931222036693e+02,3.757000000000000028e+01,5.609427739723200190e+00,6.918135392440042608e+01
4.852215106588297431e+02,3.750000000000000000e+01,5.005420961044736217e+00,6.905264693474558158e+01
4.882814281954558169e+02,3.742999999999999972e+01,4.401414182366274019e+00,6.892393994509072286e+01
4.913273094131064909e+02,3.735000000000000142e+01,3.929588977023464658e+00,6.878570623169706266e+01
4.943872269497324510e+02,3.728000000000000114e+01,3.584162024640521249e+00,6.863678391359071895e+01
4.974471444863584679e+02,3.721000000000000085e+01,3.238735072257571623e+00,6.848786159548436103e+01
5.005070620229845417e+02,3.714000000000000057e+01,2.893308119874615336e+00,6.833893927737801732e+01
5.035529432406352157e+02,3.707000000000000028e+01,2.549465694796174020e+00,6.819070008917123005e+01
5.066128607772611758e+02,3.700999999999999801e+01,2.232984804253078881e+00,6.803921435575375654e+01
5.096727783138872496e+02,3.693999999999999773e+01,2.068166272339285072e+00,6.787429765496031564e+01
5.127326958505132097e+02,3.686999999999999744e+01,1.903347740425497703e+00,6.770938095416688896e+01
5.157785770681639406e+02,3.678999999999999915e+01,1.739285256823234871e+00,6.754522075200095799e+01
5.188384946047899575e+02,3.670000000000000284e+01,1.574466724909444171e+00,6.738030405120753130e+01
5.218984121414159745e+02,3.660000000000000142e+01,1.409648192995653693e+00,6.721538735041409041e+01
5.249583296780419914e+02,3.649000000000000199e+01,1.357788571578200543e+00,6.704081556274327625e+01
5.280042108956927223e+02,3.635999999999999943e+01,1.330837065585877443e+00,6.686493589201259624e+01
5.310641284323186255e+02,3.621999999999999886e+01,1.303761359105111817e+00,6.668824571588686467e+01
5.341240459689446425e+02,3.607000000000000028e+01,1.276685652624345302e+00,6.651155553976111889e+01
5.371699271865953733e+02,3.592000000000000171e+01,1.249734146632022203e+00,6.633567586903043889e+01
5.402298447232213903e+02,3.578999999999999915e+01,1.268863247709758113e+00,6.615539606765590008e+01
5.432897622598474072e+02,3.568999999999999773e+01,1.339002425651426798e+00,6.597115332239022223e+01
5.463496797964733105e+02,3.563000000000000256e+01,1.409141603593092817e+00,6.578691057712455859e+01
5.493955610141240413e+02,3.561999999999999744e+01,1.478959042186406725e+00,6.560351298206653325e+01
5.524554785507500583e+02,3.567999999999999972e+01,1.549098220128075409e+00,6.541927023680085540e+01
5.555153960873761889e+02,3.579999999999999716e+01,1.626895073541129833e+00,6.523457743282905597e+01
5.585612773050268061e+02,3.600999999999999801e+01,1.753139405315521593e+00,6.504786350311687215e+01
5.616211948416528230e+02,3.628999999999999915e+01,1.879965508204083369e+00,6.486028914054885774e+01
5.646811123782788400e+02,3.663000000000000256e+01,2.006791611092645145e+00,6.467271477798085755e+01
5.677410299149048569e+02,3.703000000000000114e+01,2.133617713981206698e+00,6.448514041541284314e+01
5.707869111325555878e+02,3.746999999999999886e+01,2.259862045755603344e+00,6.429842648570065933e+01
5.738468286691816047e+02,3.795000000000000284e+01,2.399458615738043754e+00,6.411155492640388331e+01
5.769067462058075080e+02,3.846000000000000085e+01,2.542443702375486225e+00,6.392486984897752222e+01
5.799666637424335249e+02,3.899000000000000199e+01,2.685428789012934470e+00,6.373818477155116824e+01
5.830125449600842558e+02,3.953000000000000114e+01,2.827757980757553025e+00,6.355235604769097790e+01
5.860724624967102727e+02,4.006000000000000227e+01,2.970743067395001269e+00,6.336567097026461681e+01
5.891323800333362897e+02,4.060000000000000142e+01,3.102861554693998158e+00,6.318128389095178932e+01
5.921782612509870205e+02,4.114999999999999858e+01,3.221159005914087547e+00,6.300053724407540301e+01
5.952381787876129238e+02,4.171000000000000085e+01,3.340001606678963064e+00,6.281895766334245934e+01
5.982980963242390544e+02,4.227000000000000313e+01,3.458844207443847463e+00,6.263737808260949436e+01
6.013580138608649577e+02,4.282999999999999829e+01,3.577686808208723424e+00,6.245579850187655069e+01
6.044038950785156885e+02,4.339999999999999858e+01,3.691062442709061031e+00,6.227598651505802962e+01
6.074638126151417055e+02,4.396000000000000085e+01,3.763171880083846954e+00,6.210328162911466876e+01
6.105237301517677224e+02,4.452000000000000313e+01,3.835281317458632877e+00,6.193057674317131500e+01
6.135836476883937394e+02,4.507000000000000028e+01,3.907390754833418800e+00,6.175787185722795414e+01
6.166295289060443565e+02,4.561999999999999744e+01,3.979169414972539620e+00,6.158595919553204823e+01
6.196894464426704872e+02,4.615999999999999659e+01,4.051278852347327764e+00,6.141325430958868026e+01
6.227493639792965041e+02,4.667999999999999972e+01,4.093415587762674335e+00,6.124960181770564560e+01
6.257952451969472349e+02,4.720000000000000284e+01,4.126200026070215188e+00,6.108946624112446955e+01
6.288551627335731382e+02,4.771000000000000085e+01,4.159135544738617796e+00,6.092859271257749754e+01
6.319150802701991552e+02,4.821000000000000085e+01,4.192071063407021292e+00,6.076771918403051131e+01
6.349749978068251721e+02,4.871000000000000085e+01,4.225006582075424788e+00,6.060684565548352509e+01
6.380208790244759030e+02,4.921000000000000085e+01,4.245737457004325144e+00,6.045288976225975119e+01
6.410807965611019199e+02,4.971000000000000085e+01,4.249996784569079367e+00,6.030671809202221567e+01
6.441407140977278232e+02,5.021000000000000085e+01,4.254256112133832701e+00,6.016054642178468725e+01
6.472006316343539538e+02,5.071000000000000085e+01,4.258515439698586036e+00,6.001437475154715173e+01
6.502465128520045710e+02,5.121000000000000085e+01,4.262755229063501794e+00,5.986887359355841909e+01
6.533064303886307016e+02,5.171999999999999886e+01,4.265557828652968730e+00,5.972411007798324789e+01
6.563663479252566049e+02,5.221999999999999886e+01,4.251638701398867681e+00,5.959551071797937283e+01
6.594262654618826218e+02,5.272999999999999687e+01,4.237719574144767520e+00,5.946691135797549066e+01
6.624721466795333527e+02,5.324000000000000199e+01,4.223864296098253313e+00,5.933890190329272940e+01
6.655320642161593696e+02,5.375000000000000000e+01,4.209945168844153152e+00,5.921030254328885434e+01
6.685919817527853866e+02,5.425999999999999801e+01,4.196026041590052102e+00,5.908170318328497217e+01
6.716378629704360037e+02,5.478000000000000114e+01,4.176522750354878966e+00,5.896872630660206482e+01
6.746977805070621343e+02,5.531000000000000227e+01,4.154922899315917739e+00,5.886056972453344116e+01
6.777576980436880376e+02,5.582999999999999829e+01,4.133323048276959177e+00,5.875241314246482460e+01
6.808176155803141683e+02,5.636999999999999744e+01,4.111723197237997951e+00,5.864425656039619383e+01
6.838634967979647854e+02,5.690999999999999659e+01,4.090222428084538286e+00,5.853659610943797986e+01
6.869234143345908024e+02,5.745000000000000284e+01,4.069735722319920868e+00,5.843765178435043595e+01
6.899833318712169330e+02,5.800000000000000000e+01,4.050952884288492761e+00,5.835280846456893755e+01
6.930292130888675501e+02,5.853999999999999915e+01,4.032256206064550597e+00,5.826835433432772504e+01
6.960891306254935671e+02,5.909000000000000341e+01,4.013473368033123378e+00,5.818351101454622665e+01
6.991490481621194704e+02,5.961999999999999744e+01,3.994690530001697493e+00,5.809866769476473536e+01
7.022089656987454873e+02,6.014999999999999858e+01,3.976639367734952302e+00,5.801526323069157343e+01
7.052548469163962181e+02,6.067999999999999972e+01,3.971196357491248552e+00,5.795687271598912105e+01
7.083147644530222351e+02,6.118999999999999773e+01,3.965728264251030311e+00,5.789821312057375735e+01
7.113746819896482521e+02,6.168999999999999773e+01,3.960260171010811625e+00,5.783955352515839365e+01
7.144345995262743827e+02,6.217000000000000171e+01,3.954792077770592940e+00,5.778089392974302285e+01
7.174804807439248862e+02,6.264999999999999858e+01,3.949349067526889634e+00,5.772250341504057758e+01
7.205403982805510168e+02,6.311999999999999744e+01,3.960791799666271817e+00,5.768447713738104454e+01
7.236003158171770338e+02,6.357000000000000028e+01,3.979136185685361760e+00,5.765487173891245476e+01
7.266461970348276509e+02,6.401000000000000512e+01,3.997396423144730981e+00,5.762540214502399749e+01
7.297061145714537815e+02,6.443000000000000682e+01,4.015740809163821368e+00,5.759579674655540771e+01
7.327660321080796848e+02,6.484999999999999432e+01,4.034085195182910866e+00,5.756619134808681792e+01
7.358259496447057018e+02,6.523999999999999488e+01,4.065123272703894841e+00,5.754839706624165530e+01
7.388718308623564326e+02,6.562000000000000455e+01,4.117536333252660441e+00,5.755070569671512715e+01
7.419317483989824495e+02,6.598999999999999488e+01,4.170190928642663053e+00,5.755302496603870566e+01
7.449916659356084665e+02,6.634000000000000341e+01,4.222845524032665665e+00,5.755534423536227706e+01
7.480515834722343698e+02,6.668000000000000682e+01,4.275500119422666501e+00,5.755766350468585557e+01
7.510974646898851006e+02,6.698999999999999488e+01,4.329041559104993553e+00,5.756084836612872380e+01
7.541573822265112312e+02,6.729000000000000625e+01,4.426504098521431452e+00,5.759796277395091124e+01
7.572172997631371345e+02,6.756999999999999318e+01,4.523966637937861357e+00,5.763507718177309869e+01
7.602772172997631515e+02,6.782999999999999829e+01,4.621429177354295703e+00,5.767219158959527903e+01
7.633230985174137686e+02,6.806999999999999318e+01,4.718444640901845233e+00,5.770913574784029976e+01
7.663830160540398992e+02,6.828000000000000114e+01,4.815907180318282244e+00,5.774625015566248720e+01
7.694429335906659162e+02,6.845999999999999375e+01,4.951253229741211292e+00,5.780916490464669266e+01
7.724888148083166470e+02,6.862000000000000455e+01,5.103320687887241469e+00,5.788360189927478672e+01
7.755487323449425503e+02,6.876000000000000512e+01,5.256088917729788257e+00,5.795838192152789503e+01
7.786086498815686809e+02,6.887000000000000455e+01,5.408857147572346591e+00,5.803316194378101045e+01
7.816685674181945842e+02,6.895999999999999375e+01,5.561625377414894267e+00,5.810794196603411876e+01
7.847144486358453150e+02,6.904000000000000625e+01,5.736079060809512242e+00,5.819616927689634878e+01
7.877743661724713320e+02,6.910999999999999943e+01,5.954650688076295495e+00,5.831148537209983829e+01
7.908342837090973489e+02,6.917000000000000171e+01,6.173222315343078748e+00,5.842680146730332069e+01
7.938942012457233659e+02,6.923000000000000398e+01,6.391793942609862000e+00,5.854211756250680310e+01
7.969400824633739830e+02,6.928000000000000114e+01,6.609362947733216309e+00,5.865690468479651543e+01
8.000000000000000000e+02,6.932999999999999829e+01,6.827934574999999562e+00,5.877222077999999783e+01
