t (ms), vlv (ml), plv (mmHg), part (mmHg)
0.000000000000000000e+00,1.265699999999999932e+02,4.805180304000000291e+00
8.854413016743921006e+00,1.268700000000000045e+02,8.557152447294519959e+00
1.771963728259253301e+01,1.271700000000000017e+02,1.251532996040123713e+01
2.657405029933645935e+01,1.274599999999999937e+02,1.754880095577995291e+01
3.543927456518506602e+01,1.277399999999999949e+02,2.281772787676264613e+01
4.429368758192899946e+01,1.280000000000000000e+02,2.857993193846436952e+01
5.315891184777760969e+01,1.282400000000000091e+02,3.443222961413432159e+01
6.201332486452153603e+01,1.284499999999999886e+02,4.037040237341245330e+01
7.087854913037013205e+01,1.286299999999999955e+02,4.607869249102182607e+01
7.973296214711406549e+01,1.287599999999999909e+02,5.164006804446779597e+01
8.859818641296267572e+01,1.288499999999999943e+02,5.647697243998737093e+01
9.278213981647903097e+01,1.288799999999999955e+02,5.866563177494562353e+01
9.696609321999541464e+01,1.288700000000000045e+02,6.085429110990389745e+01
1.011500466235117699e+02,1.288100000000000023e+02,6.254086665207745455e+01
1.053340000270281251e+02,1.286999999999999886e+02,6.407117903778612344e+01
1.095179534305444946e+02,1.285500000000000114e+02,6.560149142349479234e+01
1.137019068340608214e+02,1.283499999999999943e+02,6.713180380920344703e+01
1.178858602375771909e+02,1.281100000000000136e+02,6.813192190046487440e+01
1.220698136410935462e+02,1.278299999999999983e+02,6.904606253857269849e+01
1.262537670446099156e+02,1.275100000000000051e+02,6.996020317668052257e+01
1.304377204481262709e+02,1.271500000000000057e+02,7.087434381478834666e+01
1.346216738516426403e+02,1.267500000000000000e+02,7.133446203897089788e+01
1.388056272551589814e+02,1.262999999999999972e+02,7.177481729130862220e+01
1.430003919077800560e+02,1.258199999999999932e+02,7.221631041251544048e+01
1.471843453112963971e+02,1.252999999999999972e+02,7.263722704652882101e+01
1.513682987148127381e+02,1.247500000000000000e+02,7.274639246288113270e+01
1.555522521183291360e+02,1.241700000000000017e+02,7.285555787923345861e+01
1.597362055218454771e+02,1.235699999999999932e+02,7.296472329558578451e+01
1.639201589253618465e+02,1.229399999999999977e+02,7.304437084300410277e+01
1.681041123288781876e+02,1.222900000000000063e+02,7.296494205025020108e+01
1.722880657323945570e+02,1.216200000000000045e+02,7.288551325749629939e+01
1.764720191359108981e+02,1.209300000000000068e+02,7.280608446474238349e+01
1.806559725394272675e+02,1.202300000000000040e+02,7.271495650696739688e+01
1.848399259429436370e+02,1.195199999999999960e+02,7.258952912373101185e+01
1.890238793464599780e+02,1.187900000000000063e+02,7.246410174049462682e+01
1.932078327499763475e+02,1.180499999999999972e+02,7.233867435725824180e+01
1.973917861534926885e+02,1.173100000000000023e+02,7.224312058790778224e+01
2.015757395570090580e+02,1.165600000000000023e+02,7.220252300393758560e+01
2.057705042096301042e+02,1.158100000000000023e+02,7.216182051664962671e+01
2.099544576131465021e+02,1.150600000000000023e+02,7.212122293267941586e+01
2.141384110166628147e+02,1.143100000000000023e+02,7.213065079869450358e+01
2.183223644201791842e+02,1.135699999999999932e+02,7.220059066239879542e+01
2.225063178236955537e+02,1.128199999999999932e+02,7.227053052610308725e+01
2.266902712272118947e+02,1.120799999999999983e+02,7.234047038980737909e+01
2.308742246307282642e+02,1.113400000000000034e+02,7.245495224463714123e+01
2.350581780342446336e+02,1.106200000000000045e+02,7.260582051475250864e+01
2.392421314377609747e+02,1.099099999999999966e+02,7.275668878486787605e+01
2.434260848412773441e+02,1.092099999999999937e+02,7.290755705498324346e+01
2.476100382447937136e+02,1.085400000000000063e+02,7.309137006495825517e+01
2.517939916483100546e+02,1.078799999999999955e+02,7.329306254664938081e+01
2.559887563009311009e+02,1.072600000000000051e+02,7.349527619754385910e+01
2.601727097044474704e+02,1.066599999999999966e+02,7.369696867923498473e+01
2.643566631079638114e+02,1.060999999999999943e+02,7.391417246205740810e+01
2.685406165114801524e+02,1.055600000000000023e+02,7.413658492042145554e+01
2.727245699149965503e+02,1.050400000000000063e+02,7.435899737878548876e+01
2.769085233185129482e+02,1.045199999999999960e+02,7.458140983714953620e+01
2.810924767220292324e+02,1.040100000000000051e+02,7.479587915334039394e+01
2.852764301255456303e+02,1.035000000000000000e+02,7.500890741021119368e+01
2.894603835290619145e+02,1.029800000000000040e+02,7.522193566708200763e+01
2.936443369325783692e+02,1.024500000000000028e+02,7.543496392395280736e+01
2.978282903360947103e+02,1.018900000000000006e+02,7.561070482565573059e+01
3.020122437396110513e+02,1.012999999999999972e+02,7.578424463950381096e+01
3.061961971431274492e+02,1.006899999999999977e+02,7.595778445335189133e+01
3.103801505466437902e+02,1.000699999999999932e+02,7.612839567646463479e+01
3.145641039501601313e+02,9.943999999999999773e+01,7.623234286521393699e+01
3.187588686027811491e+02,9.879999999999999716e+01,7.633655865135018814e+01
3.229428220062975470e+02,9.815999999999999659e+01,7.644050584009949034e+01
3.271267754098139449e+02,9.753000000000000114e+01,7.653024741244007600e+01
3.313107288133302291e+02,9.690000000000000568e+01,7.653449774900755642e+01
3.354946822168466269e+02,9.629000000000000625e+01,7.653874808557505105e+01
3.396786356203630248e+02,9.568999999999999773e+01,7.654299842214253147e+01
3.438625890238793659e+02,9.512000000000000455e+01,7.651605625809965261e+01
3.480465424273957069e+02,9.456000000000000227e+01,7.639050554374010460e+01
3.522304958309119911e+02,9.401999999999999602e+01,7.626495482938055659e+01
3.564144492344284458e+02,9.350000000000000000e+01,7.613940411502100858e+01
3.605984026379447869e+02,9.298999999999999488e+01,7.595978430258266201e+01
3.647823560414610711e+02,9.248999999999999488e+01,7.567432831020234119e+01
3.689663094449774690e+02,9.200000000000000000e+01,7.538887231782202036e+01
3.731502628484938668e+02,9.151000000000000512e+01,7.510341632544169954e+01
3.773450275011148847e+02,9.104000000000000625e+01,7.473389630991655963e+01
3.815289809046312257e+02,9.056999999999999318e+01,7.425843086656679759e+01
3.857129343081476236e+02,9.010999999999999943e+01,7.378296542321702134e+01
3.898968877116639646e+02,8.964000000000000057e+01,7.330749997986725930e+01
3.940808411151803625e+02,8.918999999999999773e+01,7.269727307706584440e+01
3.982647945186967036e+02,8.875000000000000000e+01,7.197055584850971854e+01
4.024487479222131014e+02,8.832999999999999829e+01,7.124383861995357847e+01
4.066327013257294425e+02,8.793000000000000682e+01,7.051712139139745261e+01
4.108166547292457267e+02,8.756999999999999318e+01,6.917297546366816619e+01
4.150006081327621246e+02,8.725000000000000000e+01,6.747267607484209861e+01
4.191845615362785225e+02,8.696999999999999886e+01,6.577237668601601683e+01
4.233685149397948635e+02,8.673999999999999488e+01,6.407207729718997768e+01
4.275524683433111477e+02,8.656000000000000227e+01,6.108605709319573407e+01
4.317364217468274887e+02,8.643999999999999773e+01,5.762931904378743297e+01
4.359311863994486771e+02,8.635999999999999943e+01,5.416364885471644897e+01
4.401151398029649613e+02,8.631999999999999318e+01,5.070691080530819050e+01
4.442990932064813023e+02,8.629000000000000625e+01,4.710236292222942467e+01
4.484830466099977002e+02,8.626999999999999602e+01,4.346805645324556622e+01
4.526670000135140981e+02,8.626000000000000512e+01,3.983374998426170066e+01
4.568509534170304391e+02,8.623000000000000398e+01,3.619944351527789195e+01
