# Epoch, Train_Loss, Test_Loss
6.750000000000000000e+02,7.466849562470801989e-05,7.857773771952963275e-05
6.800000000000000000e+02,7.404379321473958777e-05,7.581582638510836556e-05
6.850000000000000000e+02,9.713544720575830295e-05,7.355093518935710531e-05
6.900000000000000000e+02,1.324700380278564279e-04,7.790881328838890514e-05
6.950000000000000000e+02,1.241104299954127598e-04,8.342023106516916603e-05
7.000000000000000000e+02,1.827331968471843321e-04,2.155171648664557774e-04
7.050000000000000000e+02,1.584455537489447340e-04,7.727051165867491209e-05
7.100000000000000000e+02,1.210877421833021355e-04,9.383607519754899411e-05
7.150000000000000000e+02,1.253809276520835353e-04,7.137893673635560445e-05
7.200000000000000000e+02,1.393906867779271224e-04,7.843899050048613896e-05
7.250000000000000000e+02,1.373758925110744238e-04,7.744756902784088418e-05
7.300000000000000000e+02,1.329649334229692447e-04,8.252439297571715075e-05
7.350000000000000000e+02,1.364400108367513247e-04,7.931707385451882732e-05
7.400000000000000000e+02,1.328879609639008370e-04,7.223927528838308318e-05
7.450000000000000000e+02,7.902344191460772315e-05,1.176687359881720580e-04
7.500000000000000000e+02,9.552282138939322659e-05,1.329307534830308137e-04
7.550000000000000000e+02,8.147053370063471586e-05,1.419539181035106437e-04
7.600000000000000000e+02,7.343038892933694461e-05,9.486219974770783621e-05
7.650000000000000000e+02,1.273565250051646050e-04,6.748944338157210235e-05
7.700000000000000000e+02,1.386039797007451453e-04,8.625945154924775633e-05
7.750000000000000000e+02,6.786833241147262352e-05,5.675952487745766252e-05
7.800000000000000000e+02,9.835925683879843679e-05,8.674443011923397163e-04
7.850000000000000000e+02,8.463138341044088464e-05,7.765989150585693977e-05
7.900000000000000000e+02,3.314522361983159894e-04,7.903443265342171805e-05
7.950000000000000000e+02,8.851571383685947082e-05,1.308367848974374150e-04
8.000000000000000000e+02,1.239108515263247375e-04,8.518180919362192257e-05
8.050000000000000000e+02,1.113541725070309223e-04,6.743331195875521781e-05
8.100000000000000000e+02,1.208983253340248365e-04,6.098853596716171754e-05
8.150000000000000000e+02,9.370121686409332287e-05,5.798450066060936448e-05
8.200000000000000000e+02,1.527912539310841080e-04,6.013597150674792550e-05
8.250000000000000000e+02,1.403614776557223008e-04,8.495255854631855361e-05
8.300000000000000000e+02,5.022616499925323670e-05,5.349623166689326722e-05
8.350000000000000000e+02,5.059049034776091870e-05,8.591968501060480066e-05
8.400000000000000000e+02,5.534445509865342118e-05,5.300229343575414129e-05
8.450000000000000000e+02,5.986020348428183269e-05,5.079566249822335141e-05
8.500000000000000000e+02,5.212861876187531440e-05,6.103394302163401040e-05
8.550000000000000000e+02,4.840347051437774150e-05,5.203003168332231526e-05
8.600000000000000000e+02,5.486955340644487564e-05,5.785060777868801751e-05
8.650000000000000000e+02,4.997215284433770646e-05,5.136379006133549586e-05
8.700000000000000000e+02,9.551323302571434397e-05,7.210625524122449509e-05
8.750000000000000000e+02,4.847630419305896092e-05,5.198152591563167096e-05
8.800000000000000000e+02,4.643538963563047364e-05,6.028410325897848987e-05
8.850000000000000000e+02,4.550971849376918797e-05,4.736482033209037221e-05
8.900000000000000000e+02,5.713768415361679387e-05,4.917407594306395135e-05
8.950000000000000000e+02,8.557792207144239037e-05,4.904000386146665933e-05
9.000000000000000000e+02,4.612257068575586404e-05,7.009438619235458154e-05
9.050000000000000000e+02,6.006267409557400610e-05,4.856433301118681374e-05
9.100000000000000000e+02,4.860264004102960231e-05,4.530465279403222766e-05
9.150000000000000000e+02,5.153655296604682859e-05,4.952898570060310085e-05
9.200000000000000000e+02,4.419816391501130392e-05,5.186545843394096755e-05
9.250000000000000000e+02,4.591770924139814948e-05,4.452479072859906955e-05
9.300000000000000000e+02,4.724387681951299362e-05,4.558032706144184740e-05
9.350000000000000000e+02,4.583064242350359482e-05,5.453923113569375590e-05
9.400000000000000000e+02,5.124636930715221187e-05,4.776461801821980333e-05
9.450000000000000000e+02,8.823371083980720319e-05,4.526974199698662217e-05
9.500000000000000000e+02,4.754785212127484476e-05,4.648601633957293922e-05
9.550000000000000000e+02,8.466176670878819519e-05,4.486104906475721073e-05
9.600000000000000000e+02,4.758805047205865368e-05,4.608370223249378571e-05
9.650000000000000000e+02,4.652759301438646740e-05,5.077199660875825269e-05
9.700000000000000000e+02,4.639019355198797598e-05,4.265067211317597335e-05
9.750000000000000000e+02,4.441854450841353091e-05,5.080174166323290038e-05
9.800000000000000000e+02,4.908200651501988955e-05,4.948975983646979206e-05
9.850000000000000000e+02,4.830616031660889357e-05,4.322429665821085279e-05
9.900000000000000000e+02,4.118836057216634873e-05,4.190527089474460355e-05
9.950000000000000000e+02,5.372816427340994987e-05,4.494339625080381607e-05
1.000000000000000000e+03,6.873046811143438176e-05,4.554336254755235762e-05
1.005000000000000000e+03,5.430581346834255488e-05,5.351951296509051660e-05
1.010000000000000000e+03,4.191741154283642903e-05,4.336136814780707351e-05
1.015000000000000000e+03,4.476925368302557269e-05,9.385699762593080323e-05
1.020000000000000000e+03,9.517976293719045220e-05,4.145266923482439299e-05
1.025000000000000000e+03,1.019600595304038333e-04,4.223411741043678319e-05
1.030000000000000000e+03,3.961059220856671286e-05,4.274923771502580516e-05
1.035000000000000000e+03,5.856856364845023245e-05,5.491266766894064140e-05
1.040000000000000000e+03,4.444534090466187965e-05,4.957447350183002684e-05
1.045000000000000000e+03,6.260446637526849477e-05,4.257063557834359763e-05
1.050000000000000000e+03,5.240001027474040204e-05,3.991366136071187781e-05
1.055000000000000000e+03,1.208875004862195216e-04,4.142677495095021205e-05
1.060000000000000000e+03,8.436403820353211502e-05,4.786419791494392226e-05
1.065000000000000000e+03,5.152917667346323380e-05,3.972262488082671289e-05
1.070000000000000000e+03,4.558873886633580156e-05,4.103847624691021715e-05
1.075000000000000000e+03,4.378300729424419908e-05,4.134949122186580285e-05
1.080000000000000000e+03,4.071838393667347487e-05,3.915808166347341479e-05
1.085000000000000000e+03,3.714708467849423289e-05,3.846654303080307755e-05
1.090000000000000000e+03,4.252898962030382540e-05,4.531687629304935157e-05
1.095000000000000000e+03,5.999204550364117648e-05,3.990831274691731704e-05
1.100000000000000000e+03,3.906099024651793147e-05,5.304657305423091931e-05
1.105000000000000000e+03,4.188087449734590123e-05,3.992764597528912789e-05
1.110000000000000000e+03,3.768401077375282802e-05,3.708705093623148913e-05
1.115000000000000000e+03,4.660705710584851552e-05,4.630876899148386440e-05
1.120000000000000000e+03,7.892616905194516812e-05,3.803187101303404631e-05
1.125000000000000000e+03,3.923740781719567357e-05,1.020418109066044459e-04
1.130000000000000000e+03,4.259105694994621622e-05,5.754164477542267971e-05
1.135000000000000000e+03,9.786914524490466648e-05,3.824245607445664043e-05
1.140000000000000000e+03,3.811276333477207705e-05,3.837793282156805178e-05
1.145000000000000000e+03,4.440570701240807711e-05,1.741218813784183375e-04
1.150000000000000000e+03,4.608413072823515019e-05,3.828953859232547510e-05
1.155000000000000000e+03,3.697270794053014319e-05,3.864528137295981681e-05
1.160000000000000000e+03,6.930612693279380142e-05,4.538621271523036050e-05
1.165000000000000000e+03,4.349525637143711001e-05,3.715544501067031440e-05
1.170000000000000000e+03,4.161011271942246956e-05,4.346537665580569129e-05
1.175000000000000000e+03,6.219171789003719898e-05,4.235317359978512004e-05
1.180000000000000000e+03,4.575679601493072205e-05,3.585477109715824506e-05
1.185000000000000000e+03,3.828810866120738182e-05,4.514856055436785865e-05
1.190000000000000000e+03,3.419145404948006694e-05,3.767212080127928632e-05
1.195000000000000000e+03,3.723792607117340958e-05,3.694073947037501075e-05
1.200000000000000000e+03,6.407206785260402093e-05,3.861204992087272222e-05
1.205000000000000000e+03,4.582507823572300377e-05,4.906691713239571786e-05
1.210000000000000000e+03,3.409630527438953462e-05,3.529774648053439316e-05
1.215000000000000000e+03,1.151371616972237180e-04,3.695567741537976637e-05
1.220000000000000000e+03,4.021115868170172870e-05,6.012173780417109323e-05
1.225000000000000000e+03,7.602655068742299660e-05,3.734419111495210442e-05
1.230000000000000000e+03,4.267846080080027487e-05,6.975692783449288542e-05
1.235000000000000000e+03,3.661789942309910098e-05,3.608398931226317378e-05
1.240000000000000000e+03,4.507198096488687882e-05,4.146904935716811140e-05
1.245000000000000000e+03,4.059371360560168216e-05,3.621138773465653189e-05
1.250000000000000000e+03,3.393730031247806854e-05,3.533930617881482700e-05
1.255000000000000000e+03,4.665762573261729565e-05,5.869025773806932638e-05
1.260000000000000000e+03,3.348929609176322668e-05,3.458511409801866645e-05
1.265000000000000000e+03,3.826640089848907064e-05,1.383690594685394978e-04
1.270000000000000000e+03,3.843123504869116856e-05,4.006328633676398409e-05
1.275000000000000000e+03,4.019077819490205888e-05,2.204131674256670586e-04
1.280000000000000000e+03,4.968451897852156911e-05,3.923230950345963806e-05
1.285000000000000000e+03,4.037261099616710520e-05,7.016323496982907447e-05
1.290000000000000000e+03,4.232481276461426086e-05,3.482658103949020501e-05
1.295000000000000000e+03,4.146410489010015374e-05,5.068847176052956009e-05
1.300000000000000000e+03,5.827253327388770890e-05,3.602059158928213673e-05
1.305000000000000000e+03,3.895398531908624137e-05,3.461681810465195696e-05
1.310000000000000000e+03,3.824708884172608488e-05,3.406339096804008340e-05
1.315000000000000000e+03,3.194534983585960820e-05,3.310606547620099693e-05
1.320000000000000000e+03,8.176304540787546757e-05,2.779374722299871210e-04
1.325000000000000000e+03,3.154116158111834654e-05,3.319274916206945341e-05
1.330000000000000000e+03,3.763715137029996044e-05,7.200043396245344417e-05
1.335000000000000000e+03,6.610310639412972649e-05,1.736992336447895288e-04
1.340000000000000000e+03,3.843392471600403531e-05,3.291224548660405964e-05
1.345000000000000000e+03,3.396715145020028992e-05,3.355007857425185044e-05
1.350000000000000000e+03,4.271398085550118619e-05,4.823003880061617327e-05
1.355000000000000000e+03,5.877804693758208171e-05,1.960852689143690480e-04
1.360000000000000000e+03,4.243642315062541131e-05,3.351154945649751743e-05
1.365000000000000000e+03,8.764655958766306629e-05,3.251351070140723505e-05
1.370000000000000000e+03,3.136078394513454798e-05,3.160225060667203804e-05
1.375000000000000000e+03,3.101286375425190041e-05,3.228487509314867886e-05
1.380000000000000000e+03,4.491320194181443474e-05,3.511684725158812904e-05
1.385000000000000000e+03,3.618397708779679618e-05,3.302168098940418432e-05
1.390000000000000000e+03,5.908068463275399586e-05,3.621492565320133560e-05
1.395000000000000000e+03,3.086883230750071458e-05,3.296821598047402471e-05
1.400000000000000000e+03,3.075818628614757191e-05,3.205987578767394836e-05
1.405000000000000000e+03,4.189259201121933507e-05,3.413360995810176798e-05
1.410000000000000000e+03,3.038973904265624865e-05,3.139943333115678697e-05
1.415000000000000000e+03,3.594782863671760554e-05,3.139471469827541280e-05
1.420000000000000000e+03,4.385510841975211166e-05,5.171913100198409236e-05
1.425000000000000000e+03,3.944689113078736102e-05,3.382054524843386450e-05
1.430000000000000000e+03,4.255925620214032396e-05,3.124461376702136587e-05
1.435000000000000000e+03,7.798411171656531051e-05,3.159202918671626109e-05
1.440000000000000000e+03,3.874366218540733570e-05,3.209226681018871965e-05
1.445000000000000000e+03,3.459591172823728994e-05,3.102517861858526335e-05
1.450000000000000000e+03,3.048178035334086331e-05,4.407596579647723734e-05
1.455000000000000000e+03,3.324214051452956836e-05,3.318273143536261708e-05
1.460000000000000000e+03,3.075648271454728405e-05,3.073069255584538691e-05
1.465000000000000000e+03,2.989339870089987753e-05,3.382433469023470111e-05
1.470000000000000000e+03,5.795781428154220586e-05,4.015437670466411431e-05
1.475000000000000000e+03,3.167502173265203879e-05,3.047385525165591111e-05
1.480000000000000000e+03,3.276893090426738297e-05,3.112861729327447038e-05
1.485000000000000000e+03,3.282739340385788687e-05,3.359953856751893194e-05
1.490000000000000000e+03,4.613382468313161218e-05,3.354107182722921915e-05
1.495000000000000000e+03,6.482536161365089211e-05,3.037920796949737185e-05
1.500000000000000000e+03,3.725872487896477668e-05,3.006444582464047198e-05
1.505000000000000000e+03,3.029619274617090105e-05,3.070384885213294651e-05
1.510000000000000000e+03,3.393488181360446062e-05,3.106489752783776271e-05
1.515000000000000000e+03,2.904223591255216235e-05,3.068507277440792773e-05
1.520000000000000000e+03,3.748905594135523299e-05,3.868722110777216450e-05
1.525000000000000000e+03,4.148463951287531136e-05,3.122377565196767906e-05
1.530000000000000000e+03,3.653285218291164806e-05,3.701673763993016823e-05
1.535000000000000000e+03,3.261712425356905919e-05,4.303437713827122321e-05
1.540000000000000000e+03,2.918538427707697893e-05,3.342951921802000682e-05
1.545000000000000000e+03,2.816515945565544862e-05,2.970365218531656541e-05
1.550000000000000000e+03,6.628162461894873800e-05,1.040824768120733151e-04
1.555000000000000000e+03,3.092179447478723856e-05,2.955812008549689226e-05
1.560000000000000000e+03,2.915968640045449024e-05,4.040989924250000819e-05
1.565000000000000000e+03,3.037286264848813430e-05,2.946842578118627528e-05
1.570000000000000000e+03,2.926488837321198527e-05,3.206238863473552352e-05
1.575000000000000000e+03,2.787962242278274662e-05,2.937461678073215350e-05
1.580000000000000000e+03,2.777005871578876189e-05,3.144006096690379768e-05
1.585000000000000000e+03,2.708418825174520653e-05,2.903014748297079057e-05
1.590000000000000000e+03,2.983884439439524037e-05,3.244078294330736959e-05
1.595000000000000000e+03,2.733441714303004808e-05,3.154156021148573643e-05
1.600000000000000000e+03,2.733510003087758514e-05,3.133110999725771011e-05
1.605000000000000000e+03,2.985283882282087009e-05,3.103987293964858424e-05
1.610000000000000000e+03,2.986510525178476865e-05,4.909333839281607989e-05
1.615000000000000000e+03,2.654060180133523586e-05,3.003789651084514518e-05
1.620000000000000000e+03,2.672644792694108752e-05,2.860489349025933462e-05
1.625000000000000000e+03,2.723250975072733253e-05,2.849426850004260211e-05
1.630000000000000000e+03,2.633055136234686201e-05,2.779229054228578771e-05
1.635000000000000000e+03,2.649070490581764494e-05,2.992436105679000595e-05
1.640000000000000000e+03,2.958676464576533638e-05,2.771629903665287221e-05
1.645000000000000000e+03,2.669688261701889655e-05,2.893753254307030831e-05
1.650000000000000000e+03,2.653845341622810904e-05,2.818518606359207677e-05
1.655000000000000000e+03,2.670785454790599247e-05,2.897097357915429900e-05
1.660000000000000000e+03,2.635904401839279519e-05,3.069042602658156549e-05
1.665000000000000000e+03,2.682127154450737895e-05,2.872374549161234628e-05
1.670000000000000000e+03,3.042305716112434112e-05,3.336032357756831001e-05
1.675000000000000000e+03,2.593961071004617335e-05,2.875266173676532743e-05
1.680000000000000000e+03,2.584319283531219148e-05,2.775560146796301821e-05
1.685000000000000000e+03,2.714193852170902120e-05,2.781645602817104531e-05
1.690000000000000000e+03,3.431771572880799783e-05,2.742121414171657005e-05
1.695000000000000000e+03,2.785353187414905536e-05,2.716219301699598351e-05
1.700000000000000000e+03,2.850934370264105261e-05,2.820465776781461460e-05
1.705000000000000000e+03,2.554409661879496345e-05,2.822546999233804555e-05
1.710000000000000000e+03,2.557144145571099247e-05,2.765618694200886745e-05
1.715000000000000000e+03,2.871762332838024754e-05,2.803660011067300831e-05
1.720000000000000000e+03,3.114588543769998108e-05,2.740243347416430796e-05
1.725000000000000000e+03,2.765100663477809142e-05,2.912526145950836769e-05
1.730000000000000000e+03,2.748274997878422728e-05,2.857777747368064447e-05
1.735000000000000000e+03,2.642995501004856152e-05,3.020361764640258864e-05
1.740000000000000000e+03,2.619548792097657348e-05,2.803247443556105368e-05
1.745000000000000000e+03,2.849611283474849207e-05,2.666036370841666801e-05
1.750000000000000000e+03,2.641822619238709649e-05,2.774864039980798078e-05
1.755000000000000000e+03,3.733128140317903048e-05,2.644693093181548825e-05
1.760000000000000000e+03,4.869499646581593991e-05,2.712664597848194582e-05
1.765000000000000000e+03,2.837193841270530337e-05,2.638922064844002435e-05
1.770000000000000000e+03,4.229053448134061170e-05,2.681108139315268319e-05
1.775000000000000000e+03,3.027077014893303692e-05,2.655588494651364031e-05
1.780000000000000000e+03,2.457528267704006778e-05,2.664000986342710429e-05
1.785000000000000000e+03,2.699464575115466600e-05,2.652331540200293962e-05
1.790000000000000000e+03,2.473205358702781678e-05,2.654722572733165444e-05
1.795000000000000000e+03,2.454055181055428696e-05,2.621178555506696614e-05
1.800000000000000000e+03,2.571624130356754337e-05,2.776797690432123133e-05
1.805000000000000000e+03,2.740522848733750906e-05,2.656538626461479340e-05
1.810000000000000000e+03,2.734393025534549140e-05,2.838477195472966321e-05
1.815000000000000000e+03,2.689504984822532218e-05,2.753340454963644105e-05
1.820000000000000000e+03,2.477406843964664027e-05,2.642558540185014216e-05
1.825000000000000000e+03,2.879451783695927592e-05,2.625845047948829826e-05
1.830000000000000000e+03,2.522589023707394535e-05,2.722382914598977185e-05
1.835000000000000000e+03,2.513188892670124053e-05,2.748213230556716271e-05
1.840000000000000000e+03,2.573095967150127551e-05,2.890111100627802210e-05
1.845000000000000000e+03,2.692030854705509968e-05,2.623538751357905492e-05
1.850000000000000000e+03,2.432317911023521272e-05,2.693442273683517140e-05
1.855000000000000000e+03,2.417083700708615933e-05,2.620314695316276613e-05
1.860000000000000000e+03,2.413112715436052021e-05,3.392708996355145581e-05
1.865000000000000000e+03,2.436083979576135749e-05,2.534169290367678797e-05
1.870000000000000000e+03,2.374259911240334149e-05,2.667487682582609035e-05
1.875000000000000000e+03,2.451945091903042710e-05,2.586733200324880134e-05
1.880000000000000000e+03,2.380094150416325294e-05,2.519293298312521066e-05
1.885000000000000000e+03,2.352190215968152435e-05,2.579656202736581411e-05
1.890000000000000000e+03,2.424893627120926288e-05,2.560713277115170909e-05
1.895000000000000000e+03,2.384730571812475962e-05,2.698543906541891343e-05
1.900000000000000000e+03,2.434688438692803354e-05,2.494969607542356943e-05
1.905000000000000000e+03,2.376709640058692979e-05,2.590194191862547194e-05
1.910000000000000000e+03,2.398232032964139142e-05,3.191476509645103086e-05
1.915000000000000000e+03,2.338282135248980986e-05,2.512425672141072646e-05
1.920000000000000000e+03,2.369113775974937547e-05,2.556856723751333831e-05
1.925000000000000000e+03,2.363831382650127100e-05,2.532795386729967777e-05
1.930000000000000000e+03,2.400565197626557262e-05,2.602034532759161389e-05
1.935000000000000000e+03,2.344605794347410073e-05,2.510587227933711019e-05
