# Epoch, Train_Loss, Test_Loss
1.940000000000000000e+03,2.330177173812086314e-05,2.451408649818898533e-05
1.945000000000000000e+03,2.354368458174705200e-05,2.465446891271222247e-05
1.950000000000000000e+03,2.323693139057045548e-05,2.489072886153128019e-05
1.955000000000000000e+03,2.331997003351062402e-05,2.534133111307554988e-05
1.960000000000000000e+03,2.343998716064011725e-05,2.511484448654807382e-05
1.965000000000000000e+03,2.314944370477197476e-05,2.557760176754124629e-05
1.970000000000000000e+03,2.310085960505349530e-05,2.467970426233678433e-05
1.975000000000000000e+03,2.328693986731946320e-05,2.484160390429022744e-05
1.980000000000000000e+03,2.328236938615097152e-05,2.418176459496024268e-05
1.985000000000000000e+03,2.322877816709850607e-05,2.514241678756988467e-05
1.990000000000000000e+03,2.301893767329995271e-05,2.511506476312087719e-05
1.995000000000000000e+03,2.318023290734308185e-05,2.545461511932642330e-05
2.000000000000000000e+03,2.237423044420018005e-05,2.492243332956187561e-05
2.005000000000000000e+03,2.312811581017539350e-05,2.420527698784111028e-05
2.010000000000000000e+03,2.296837260120360830e-05,2.417923735779673738e-05
2.015000000000000000e+03,2.289744089165665015e-05,2.388110269444409150e-05
2.020000000000000000e+03,2.311998273035773628e-05,2.451993299221352335e-05
2.025000000000000000e+03,2.279272851191319733e-05,2.828113081917160235e-05
2.030000000000000000e+03,2.404828729014748628e-05,2.468549029927958173e-05
2.035000000000000000e+03,2.270584858819689366e-05,2.481957038407358140e-05
2.040000000000000000e+03,2.252362125332604980e-05,2.401957670006165906e-05
2.045000000000000000e+03,2.304436539731337055e-05,2.417281124279979217e-05
2.050000000000000000e+03,2.258710024122877560e-05,2.805995830661733880e-05
2.055000000000000000e+03,2.221295198235775481e-05,2.423332647682325042e-05
2.060000000000000000e+03,2.228679524959827275e-05,2.454304514422755431e-05
2.065000000000000000e+03,2.212459113029348475e-05,2.371813090957864396e-05
2.070000000000000000e+03,2.204462304541602815e-05,2.417599400802842614e-05
2.075000000000000000e+03,2.224069765039035607e-05,2.388834212662520622e-05
2.080000000000000000e+03,2.209976205386034241e-05,2.646588175750555749e-05
2.085000000000000000e+03,2.205348853078613420e-05,2.465952232278221317e-05
2.090000000000000000e+03,2.213118854936246217e-05,2.403848504149467630e-05
2.095000000000000000e+03,2.241605793469533068e-05,2.415700958841009583e-05
2.100000000000000000e+03,2.188303767704198461e-05,2.360542263715844009e-05
2.105000000000000000e+03,2.213702074246970099e-05,2.409927485511690470e-05
2.110000000000000000e+03,2.207633365124825526e-05,2.433092310062616635e-05
2.115000000000000000e+03,2.214743703842649868e-05,2.381521243758263624e-05
2.120000000000000000e+03,2.184300646308013626e-05,2.369565535544391634e-05
2.125000000000000000e+03,2.187712629797716022e-05,2.377353574154057839e-05
2.130000000000000000e+03,2.216986915861332750e-05,2.341652893119102900e-05
2.135000000000000000e+03,2.190246977598376703e-05,2.405857393502231289e-05
2.140000000000000000e+03,2.179707729236318514e-05,2.461201391432547270e-05
2.145000000000000000e+03,2.191476267761275617e-05,2.464438353446748731e-05
2.150000000000000000e+03,2.160702418348829599e-05,2.430801830395225142e-05
2.155000000000000000e+03,2.185161454643934261e-05,2.382645648096814612e-05
2.160000000000000000e+03,2.185884691054627014e-05,2.395290526330050946e-05
2.165000000000000000e+03,2.176341727463805854e-05,2.421088640348810576e-05
2.170000000000000000e+03,2.188005272396471089e-05,2.399178518135807717e-05
2.175000000000000000e+03,2.164250922909339238e-05,2.372427456571795526e-05
2.180000000000000000e+03,2.188487899751591362e-05,2.390385632440061135e-05
2.185000000000000000e+03,2.158131337145491668e-05,2.366482207473801072e-05
2.190000000000000000e+03,2.178442925476090387e-05,2.319896860421435288e-05
2.195000000000000000e+03,2.139102915262255876e-05,2.316181432895469188e-05
2.200000000000000000e+03,2.159646020102934437e-05,2.374931482122953668e-05
2.205000000000000000e+03,2.149436691704997043e-05,2.351997142773928434e-05
2.210000000000000000e+03,2.170373036125511929e-05,2.364926129865597100e-05
2.215000000000000000e+03,2.128300566453225135e-05,2.329069061948351225e-05
2.220000000000000000e+03,2.142352416051388338e-05,2.408003170091086456e-05
2.225000000000000000e+03,2.126649514191339424e-05,2.357499717478674510e-05
2.230000000000000000e+03,2.165818602350515120e-05,2.337526218596863722e-05
2.235000000000000000e+03,2.154740614376142300e-05,2.577438055398825891e-05
2.240000000000000000e+03,2.169798465241401641e-05,2.324162790086715119e-05
2.245000000000000000e+03,2.161626178176089498e-05,2.370164348225966322e-05
2.250000000000000000e+03,2.172979139379648149e-05,2.387505229453182771e-05
2.255000000000000000e+03,2.179453770603511847e-05,2.332285778468021838e-05
2.260000000000000000e+03,2.163279762651028343e-05,2.314545421067715653e-05
2.265000000000000000e+03,2.166683707117239929e-05,2.307702806057855910e-05
2.270000000000000000e+03,2.134574434823915633e-05,2.362255632919526828e-05
2.275000000000000000e+03,2.167843353577974977e-05,2.465474781482006558e-05
2.280000000000000000e+03,2.167225211493603297e-05,2.325600033332003025e-05
2.285000000000000000e+03,2.142078433578681440e-05,2.353377587279872034e-05
2.290000000000000000e+03,2.106923508069294664e-05,2.263640074146643040e-05
2.295000000000000000e+03,2.149607128347882012e-05,2.325547178875483944e-05
2.300000000000000000e+03,2.140554407290843613e-05,2.383313243979689216e-05
2.305000000000000000e+03,2.133231820979480592e-05,2.343935128548306691e-05
2.310000000000000000e+03,2.123463438280952500e-05,2.314657888817039941e-05
2.315000000000000000e+03,2.119864550381011522e-05,2.315799778831580612e-05
2.320000000000000000e+03,2.131026436235193628e-05,2.293521187551620920e-05
2.325000000000000000e+03,2.122170018526121032e-05,2.246749690548305921e-05
2.330000000000000000e+03,2.108392096240558846e-05,2.358642806863446811e-05
2.335000000000000000e+03,2.113792393701327343e-05,2.305463587918737863e-05
2.340000000000000000e+03,2.067561393856268847e-05,2.401642375407905583e-05
2.345000000000000000e+03,2.097032747051907927e-05,2.313320313039491386e-05
2.350000000000000000e+03,2.091773332030646946e-05,2.257154374646582650e-05
2.355000000000000000e+03,2.084513933448488938e-05,2.360575573901133061e-05
2.360000000000000000e+03,2.111244374083702391e-05,2.352158942642169345e-05
2.365000000000000000e+03,2.120961345696564538e-05,2.283090689688016702e-05
2.370000000000000000e+03,2.094394755137462969e-05,2.254250986443349870e-05
2.375000000000000000e+03,2.088822507779629269e-05,2.373372343982187383e-05
2.380000000000000000e+03,2.127677372509857899e-05,2.432624597347255452e-05
2.385000000000000000e+03,2.135582172725502160e-05,2.252613151838296686e-05
2.390000000000000000e+03,2.101555626176393357e-05,2.285465579774475410e-05
2.395000000000000000e+03,2.079953313204387121e-05,2.237196826920294850e-05
2.400000000000000000e+03,2.070665316491317545e-05,2.207286001308787261e-05
2.405000000000000000e+03,2.066762145868501993e-05,2.237152293991772749e-05
2.410000000000000000e+03,2.071209386365915230e-05,2.290132389542527447e-05
2.415000000000000000e+03,2.073435726407702075e-05,2.232644806394684539e-05
2.420000000000000000e+03,2.046744630028068357e-05,2.259336614580533423e-05
2.425000000000000000e+03,2.078997460788412611e-05,2.236554999096885478e-05
2.430000000000000000e+03,2.056088559236377120e-05,2.237440168892848089e-05
2.435000000000000000e+03,2.072011659493908499e-05,2.272434385080783045e-05
2.440000000000000000e+03,2.082626286166195862e-05,2.189812847540257410e-05
2.445000000000000000e+03,2.042537939067809574e-05,2.212542934787237851e-05
2.450000000000000000e+03,2.024794743701265442e-05,2.331297439962288454e-05
2.455000000000000000e+03,2.029969167751703653e-05,2.294294784101959142e-05
2.460000000000000000e+03,2.033198644270727172e-05,2.289265274186427662e-05
2.465000000000000000e+03,2.059450780097945411e-05,2.225320868945355088e-05
2.470000000000000000e+03,2.052916824643737404e-05,2.221274579124716902e-05
2.475000000000000000e+03,2.049956467800309864e-05,2.236298574423674907e-05
2.480000000000000000e+03,2.063746197469550691e-05,2.233420078217638366e-05
2.485000000000000000e+03,2.055012384422527145e-05,2.277031475274057833e-05
2.490000000000000000e+03,2.055686950110631605e-05,2.263832913659108201e-05
2.495000000000000000e+03,2.057684367156513593e-05,2.240690919501401007e-05
2.500000000000000000e+03,2.050332814900836297e-05,2.235475062042083716e-05
2.505000000000000000e+03,2.040798787571022300e-05,2.238621191017592564e-05
2.510000000000000000e+03,2.022389312517551367e-05,2.297543071981790477e-05
2.515000000000000000e+03,2.041715353186744733e-05,2.184612224938421379e-05
2.520000000000000000e+03,2.021440056938373706e-05,2.248067387517036116e-05
2.525000000000000000e+03,2.038023556240638456e-05,2.264207441227412395e-05
2.530000000000000000e+03,2.056127976120838253e-05,2.178365033746978741e-05
2.535000000000000000e+03,2.040284171770913191e-05,2.227951853308450688e-05
2.540000000000000000e+03,2.011393795970677274e-05,2.275332911802594745e-05
2.545000000000000000e+03,2.005055416862536920e-05,2.251942859466942123e-05
2.550000000000000000e+03,2.041094421858701818e-05,2.211536563623139279e-05
2.555000000000000000e+03,2.006931976742100469e-05,2.188902158522045794e-05
2.560000000000000000e+03,2.035644739067627682e-05,2.193381588531411781e-05
2.565000000000000000e+03,2.044170186250711150e-05,2.273135771446914983e-05
2.570000000000000000e+03,2.050101259201109172e-05,2.143376565603472117e-05
2.575000000000000000e+03,2.030838390813397424e-05,2.251385587591537988e-05
2.580000000000000000e+03,2.038785242296357501e-05,2.264175358894158341e-05
2.585000000000000000e+03,2.018313739628236315e-05,2.267405983141187228e-05
2.590000000000000000e+03,1.999865651885558679e-05,2.202676563125624198e-05
2.595000000000000000e+03,2.019948369912632962e-05,2.149973624052654058e-05
2.600000000000000000e+03,2.011576956760297141e-05,2.154694399806082549e-05
2.605000000000000000e+03,2.011305684966111963e-05,2.186174361659487471e-05
2.610000000000000000e+03,2.048862061040095811e-05,2.219874291775418744e-05
2.615000000000000000e+03,2.002434189250041838e-05,2.192125536833425229e-05
2.620000000000000000e+03,2.037599097200326541e-05,2.193080429864668792e-05
2.625000000000000000e+03,1.999090009358593813e-05,2.197496815970605098e-05
2.630000000000000000e+03,2.036453460632658453e-05,2.168843450295555709e-05
2.635000000000000000e+03,2.002641940447421468e-05,2.188615676571067966e-05
2.640000000000000000e+03,2.025608618825836389e-05,2.216060391801889315e-05
2.645000000000000000e+03,1.981524219660449332e-05,2.170290201329248871e-05
2.650000000000000000e+03,2.029740165036475071e-05,2.160173270646836269e-05
2.655000000000000000e+03,2.025753782862451741e-05,2.230226853457327476e-05
2.660000000000000000e+03,2.022283429462524399e-05,2.191216500455597097e-05
2.665000000000000000e+03,1.989010418922886682e-05,2.168704311286566148e-05
2.670000000000000000e+03,1.988775235866364498e-05,2.225156932118731171e-05
2.675000000000000000e+03,2.013976642561403571e-05,2.273220451199214808e-05
2.680000000000000000e+03,2.003495847225616791e-05,2.147118056730481651e-05
2.685000000000000000e+03,2.036202511107157022e-05,2.153107908495405421e-05
2.690000000000000000e+03,2.007406417034023286e-05,2.267094248083523209e-05
2.695000000000000000e+03,2.016836821939971136e-05,2.169812017760581370e-05
2.700000000000000000e+03,2.032704865529782223e-05,2.209681916012221751e-05
2.705000000000000000e+03,2.032477599243244498e-05,2.211246869150938833e-05
2.710000000000000000e+03,2.033705634433860025e-05,2.265177653132703371e-05
2.715000000000000000e+03,2.024882890582399125e-05,2.204777033535635663e-05
2.720000000000000000e+03,2.026786477911658623e-05,2.198602602923829360e-05
2.725000000000000000e+03,1.989074672101879350e-05,2.168440374144204721e-05
2.730000000000000000e+03,1.999191403662293223e-05,2.215879620538688656e-05
2.735000000000000000e+03,2.025312987065114667e-05,2.165385179964364473e-05
2.740000000000000000e+03,2.003033735320587958e-05,2.246432453655447398e-05
2.745000000000000000e+03,1.991509099860428673e-05,2.291155622631718374e-05
2.750000000000000000e+03,2.004939230391228707e-05,2.199177508419601689e-05
2.755000000000000000e+03,1.982044075976396289e-05,2.204351761705661039e-05
2.760000000000000000e+03,2.031779883512494647e-05,2.164852667726241718e-05
2.765000000000000000e+03,2.001609162635421181e-05,2.243509246615241863e-05
2.770000000000000000e+03,2.009093758002077152e-05,2.219432425303182900e-05
2.775000000000000000e+03,1.987888279943680168e-05,2.192315728457721151e-05
2.780000000000000000e+03,2.017062443273244480e-05,2.271641887282683942e-05
2.785000000000000000e+03,1.999451307773250018e-05,2.197175343937090772e-05
2.790000000000000000e+03,1.975073860744839852e-05,2.172253938086313090e-05
2.795000000000000000e+03,2.001087191572617998e-05,2.259127618758626383e-05
2.800000000000000000e+03,1.980452770568524276e-05,2.192817969934008512e-05
2.805000000000000000e+03,1.995410307219166006e-05,2.158683832562653475e-05
2.810000000000000000e+03,2.006720361750588514e-05,2.221040071031757745e-05
2.815000000000000000e+03,2.011733697380935760e-05,2.209515573935723644e-05
2.820000000000000000e+03,1.982807041309531416e-05,2.163408129638198308e-05
2.825000000000000000e+03,2.011437147601219678e-05,2.181122091232969414e-05
2.830000000000000000e+03,2.018609704631554966e-05,2.224136393833439721e-05
2.835000000000000000e+03,1.993511410863876859e-05,2.213017555904076458e-05
2.840000000000000000e+03,1.984483805878894927e-05,2.166517196152849259e-05
2.845000000000000000e+03,2.000018495395621836e-05,2.199180044571998722e-05
2.850000000000000000e+03,2.003799667637299229e-05,2.167058452107438617e-05
2.855000000000000000e+03,2.001246576801455092e-05,2.189644811625403255e-05
2.860000000000000000e+03,1.993331574714913695e-05,2.160596232818073569e-05
2.865000000000000000e+03,2.007233922090201263e-05,2.145272158494060041e-05
2.870000000000000000e+03,2.008071844948702719e-05,2.181956368646732422e-05
2.875000000000000000e+03,2.001089287250172016e-05,2.196331644904114813e-05
2.880000000000000000e+03,2.000606057016783332e-05,2.147507491418464796e-05
2.885000000000000000e+03,2.010139810011894696e-05,2.189818540131612172e-05
2.890000000000000000e+03,1.999910451283545140e-05,2.218624386856437103e-05
2.895000000000000000e+03,1.961830975174553486e-05,2.227434665989184298e-05
2.900000000000000000e+03,1.991504726960225584e-05,2.161227910224736872e-05
2.905000000000000000e+03,1.978525659464360867e-05,2.183625150961770705e-05
2.910000000000000000e+03,1.988897278967856650e-05,2.195981245533370322e-05
2.915000000000000000e+03,1.984225734522891184e-05,2.146023277668591823e-05
2.920000000000000000e+03,2.001099278898211016e-05,2.167390682407411485e-05
2.925000000000000000e+03,1.977091173718266477e-05,2.160722653648202199e-05
2.930000000000000000e+03,1.976941541060250277e-05,2.162512324273185350e-05
2.935000000000000000e+03,1.988770035873800880e-05,2.143083327705864452e-05
2.940000000000000000e+03,1.985182035226764331e-05,2.141920355423968642e-05
2.945000000000000000e+03,1.964656960019792525e-05,2.116614751362911633e-05
2.950000000000000000e+03,1.966594468319885668e-05,2.182432159674889527e-05
2.955000000000000000e+03,1.990525259730087766e-05,2.115645781319455581e-05
2.960000000000000000e+03,1.983154538922092736e-05,2.209275471527734209e-05
2.965000000000000000e+03,1.975051883040182730e-05,2.168573676150477108e-05
2.970000000000000000e+03,1.954861489312626386e-05,2.141994406144529978e-05
2.975000000000000000e+03,1.977533052518237454e-05,2.152770470271158227e-05
2.980000000000000000e+03,2.006478712490495479e-05,2.126159758289578708e-05
2.985000000000000000e+03,1.992329344958856821e-05,2.192931171880755167e-05
2.990000000000000000e+03,1.985703954295642669e-05,2.114669667364767232e-05
2.995000000000000000e+03,1.968852912779279482e-05,2.195361025036944770e-05
3.000000000000000000e+03,1.974087134947891275e-05,2.178274046341636388e-05
3.005000000000000000e+03,1.972667766707143192e-05,2.232110522003111864e-05
3.010000000000000000e+03,1.972300551723926763e-05,2.165384014211871360e-05
3.015000000000000000e+03,1.974457854792937813e-05,2.091003144763822996e-05
3.020000000000000000e+03,1.981196815824362543e-05,2.138180759315815366e-05
3.025000000000000000e+03,1.971002738346878285e-05,2.166628624696867266e-05
3.030000000000000000e+03,1.959114063577744374e-05,2.187356010157663895e-05
3.035000000000000000e+03,1.969945980585672873e-05,2.151329489488653754e-05
3.040000000000000000e+03,1.964180130599863289e-05,2.093530312975719825e-05
3.045000000000000000e+03,1.998787081081096912e-05,2.113184977546538922e-05
3.050000000000000000e+03,1.970826775397064223e-05,2.213814640251520296e-05
3.055000000000000000e+03,1.978991544127364123e-05,2.148248224134957727e-05
3.060000000000000000e+03,1.986089728509742242e-05,2.149064595842740242e-05
3.065000000000000000e+03,1.986909257972074069e-05,2.094168925602322623e-05
3.070000000000000000e+03,1.972972583072463929e-05,2.200698191578235531e-05
3.075000000000000000e+03,1.966992872833216857e-05,2.185755531536636754e-05
3.080000000000000000e+03,1.949150018208315035e-05,2.089135544429473543e-05
3.085000000000000000e+03,1.964118799885123843e-05,2.142310898118302708e-05
3.090000000000000000e+03,1.957149962616406929e-05,2.150775990941592651e-05
3.095000000000000000e+03,1.961111748876613459e-05,2.180397993242476034e-05
3.100000000000000000e+03,1.972684009962312449e-05,2.191294254774150889e-05
3.105000000000000000e+03,1.974518219199816369e-05,2.129877540067223057e-05
3.110000000000000000e+03,1.976659606758560640e-05,2.176262586375809970e-05
3.115000000000000000e+03,1.973730556314839664e-05,2.156681794266169451e-05
3.120000000000000000e+03,1.964489212383560061e-05,2.150047338022842934e-05
3.125000000000000000e+03,1.949119130073911845e-05,2.110110827976551147e-05
3.130000000000000000e+03,1.952088787788742934e-05,2.130608871882057161e-05
3.135000000000000000e+03,1.961492324729192669e-05,2.113020954341689197e-05
3.140000000000000000e+03,1.957594883252402303e-05,2.203439286162110273e-05
3.145000000000000000e+03,1.929930882979925073e-05,2.104595319920484552e-05
3.150000000000000000e+03,1.973366601460069058e-05,2.194669585787939128e-05
3.155000000000000000e+03,1.959822072475229574e-05,2.077345039740472143e-05
3.160000000000000000e+03,1.970893827075890045e-05,2.165440988292505547e-05
3.165000000000000000e+03,1.967142027139914541e-05,2.124370443835595098e-05
3.170000000000000000e+03,1.945732328943938831e-05,2.110817695604663301e-05
3.175000000000000000e+03,1.941427793649935408e-05,2.159638532314428342e-05
3.180000000000000000e+03,1.965687605300589456e-05,2.105798586783777350e-05
3.185000000000000000e+03,1.965473765354987785e-05,2.114530746373327757e-05
3.190000000000000000e+03,1.959965725332200845e-05,2.149416560362259275e-05
3.195000000000000000e+03,1.940972446233139981e-05,2.102230874033962234e-05
3.200000000000000000e+03,1.928043072047067814e-05,2.172594094722616478e-05
3.205000000000000000e+03,1.934661003578274702e-05,2.127940421347456531e-05
3.210000000000000000e+03,1.947171018702283777e-05,2.115020620329122360e-05
3.215000000000000000e+03,1.968350945199812940e-05,2.160646420954348833e-05
3.220000000000000000e+03,1.959428540930145359e-05,2.166182173002213944e-05
3.225000000000000000e+03,1.943393730502184126e-05,2.077085046645591563e-05
3.230000000000000000e+03,1.957904458535701626e-05,2.199798281390405132e-05
3.235000000000000000e+03,1.952359241814102163e-05,2.126898667489764543e-05
3.240000000000000000e+03,1.920592459598939437e-05,2.080000486014201372e-05
3.245000000000000000e+03,1.925776974547066691e-05,2.113230470464044268e-05
3.250000000000000000e+03,1.942447612329686811e-05,2.118887291385924208e-05
3.255000000000000000e+03,1.946336211243571932e-05,2.171623952717038284e-05
3.260000000000000000e+03,1.957874764894177136e-05,2.152624096539164611e-05
3.265000000000000000e+03,1.953630423825264363e-05,2.164688305837433050e-05
3.270000000000000000e+03,1.932030044238519504e-05,2.124662995432642789e-05
3.275000000000000000e+03,1.930210792876480827e-05,2.124634519800543714e-05
3.280000000000000000e+03,1.914192073331429686e-05,2.079227630420392274e-05
3.285000000000000000e+03,1.923341218486997282e-05,2.099680171495164527e-05
3.290000000000000000e+03,1.949003480913247269e-05,2.048489747371675144e-05
3.295000000000000000e+03,1.965051398190761269e-05,2.088531862376581696e-05
3.300000000000000000e+03,1.934775240464781186e-05,2.106943977344766326e-05
3.305000000000000000e+03,1.931975563133625574e-05,2.045771984277171859e-05
3.310000000000000000e+03,1.937057309889756113e-05,2.080388075375710764e-05
3.315000000000000000e+03,1.932775522526415521e-05,2.122338182033196033e-05
3.320000000000000000e+03,1.953203986239930267e-05,2.125610887062151706e-05
3.325000000000000000e+03,1.964541728160079231e-05,2.079764343593002931e-05
